2.479318961185333681e+00,5.884593152408221783e+00,8.383343887761048663e+00
2.288250398564409593e+01,-1.874649875826161960e+01,8.173777734663042693e+00
-2.910013360548096628e+01,8.624263770186852085e+00,1.293237071605510558e+01
-1.701659213883412036e+01,1.030767641206650076e+01,1.568397197956451095e+01
-3.578979598003122486e+00,8.224368621336328289e+00,2.931560038599714701e+00
-1.929984209115653115e+01,7.147745374924989292e+00,-1.965953442111983973e+00
6.367452403827427609e+00,1.456372037715774681e+01,-1.107575065062511754e+01
4.694755316553844438e+01,-5.686991520850253323e+01,2.190073285660684377e+00
-1.608056674205705505e+01,1.131178175410694564e+01,1.528496161015914545e+01
-2.413596986397777400e+01,6.535645050456608374e+00,1.701382818331082092e+01
1.495274230599239296e+01,1.102519642850553794e+01,-8.038782624530723453e+00
1.407089042422952474e+01,7.722290178120083226e+00,-9.951033829974271328e+00
-1.232204383237061762e+01,-1.809062800878664001e+00,1.546720561120944382e+01
-1.626745160980101446e+01,-6.165777068797956062e+00,1.764515433597946625e+01
-9.296224114457812604e+00,9.054147625658254483e+00,1.283861785705655478e+01
-1.660928649383464517e+01,-5.044034678511479797e+00,2.033931379416596386e+01
7.288131624513603413e+00,9.477128702724879616e-01,7.852448485519627930e+00
-7.336211029862628408e+00,-8.397180418617573139e+00,1.600330190145681186e+01
-7.085373809175814053e+00,1.315952271568770904e+01,8.575585841440325652e+00
-3.735254670043224934e+01,-6.407023109801088800e+00,-1.534415586824277034e+00
4.417342434440649157e+01,-4.435982327950874549e+01,8.454220392184218724e+00
-1.345770235001860105e+00,-8.794634261781020257e+00,9.071740971909829199e+00
2.824798237779521770e+01,-1.832833386025241751e+01,5.177436798290699471e+00
4.197926286054516964e+01,-6.146411337783334261e+01,9.816464601845027005e+00
-1.182640295004493636e+00,-6.797625444564771691e+00,1.163973755233430474e+01
4.241931636688735807e+01,-4.788555630828710719e+01,9.521144287168571196e+00
8.577135851520569787e-01,-7.621125452576970716e+00,1.101098718559887146e+01
4.627801060310660120e+01,-4.790570997415571242e+01,9.777836403936376541e+00
4.380984703389935930e+01,-5.383590679466362872e+01,1.000619960625997429e+01
-1.061044782587749324e+01,5.814089253762682930e+00,-4.497282354220875078e+00
-2.911452862045872081e+01,3.576624989625559081e+00,1.090421748041314842e+01
-6.226945683167605772e+00,1.040044118319465660e+01,1.153168610505962199e+01
4.518564793982864103e+01,-5.066394829471570915e+01,9.278213281064722651e+00
3.929454445898453940e+01,-5.834485610996186722e+01,8.494398006079858732e+00
4.013808789423205070e+00,1.751152712689986046e+01,-7.716084117430306755e+00
4.032026372107685575e+01,-6.214817092027467282e+01,5.793986397853448267e+00
