2.000000000000000000e+00,9.831016082685415380e-01,9.605809136359135803e-01,4.779428358010347488e-01,2.814721774880962757e-02,2.726511472115223378e-01,0.000000000000000000e+00,1.166947752355150802e-01,3.578137112077986980e-03,7.833333333333333259e-01,6.126731779886698259e-01,6.164227305371495005e-03,2.000000000000000000e+00,5.920453490306422095e-01
3.000000000000000000e+00,2.538557468172867801e-02,6.721991491031494848e-01,5.315543613096428421e-01,7.775789945840163586e-01,2.631050075364260721e-01,0.000000000000000000e+00,4.151713803113629142e-01,3.838446368715296986e-01,5.833333333333333703e-01,9.904743164974172398e-01,8.165762354685920628e-04,3.000000000000000000e+00,8.861639991438137465e-02
2.000000000000000000e+00,3.143062680619604921e-01,8.983402631134532745e-01,4.770559304520018973e-01,4.459061119356770575e-02,2.274325908558030573e-01,6.482213438735178190e-01,1.617604192312433039e-05,8.945342780194967115e-10,5.555555555555555120e-09,3.711273801411063555e-01,4.138935084363975364e-02,2.000000000000000000e+00,8.046689519457805861e-01
3.000000000000000000e+00,9.598793040603865734e-01,6.846473090873089751e-01,5.675032843409653083e-01,7.177540316148123267e-01,2.621001507285211640e-01,0.000000000000000000e+00,1.571347182829066769e-01,4.021825895709293386e-01,8.666666666666666963e-01,9.902723969575354390e-01,0.000000000000000000e+00,3.000000000000000000e+00,4.591642882960468575e-02
2.000000000000000000e+00,2.791630116298067232e-01,9.688796372906378629e-01,4.907287071577896564e-01,5.078106228576294810e-03,2.579132473622508526e-01,0.000000000000000000e+00,5.160739710985894763e-02,3.488683344353011619e-03,5.555555555555555120e-09,1.439401448806778006e-01,0.000000000000000000e+00,2.000000000000000000e+00,3.598331558482337766e-01
3.000000000000000000e+00,1.791344225355699926e-01,8.983402631134532745e-01,4.385715753085960289e-01,9.542003568002212222e-02,3.038017082565734328e-01,0.000000000000000000e+00,1.683020105849547809e-01,1.592271151738448853e-01,5.555555555555555120e-09,8.793769266010799113e-01,0.000000000000000000e+00,3.000000000000000000e+00,1.767187632688656251e-01
2.000000000000000000e+00,4.928650866732247615e-01,9.460580727380730748e-01,4.907200205696768402e-01,2.369782955031853912e-03,3.743091609445654000e-01,0.000000000000000000e+00,1.627183644339307567e-01,2.325789033397263669e-03,5.555555555555555120e-09,3.853915388853773605e-01,1.432057070155364198e-05,2.000000000000000000e+00,3.423634277826170247e-01
3.000000000000000000e+00,6.051531785167956201e-01,6.804979476541377359e-01,5.303686391210404860e-01,5.246409414844542818e-01,2.631050075364260721e-01,0.000000000000000000e+00,1.864076925490886216e-01,3.185436345761064048e-01,5.555555555555555120e-09,9.852922462644198021e-01,6.145346498226978435e-04,3.000000000000000000e+00,1.064549658889980266e-01
3.000000000000000000e+00,1.359066596028179197e-01,8.402489740241643190e-01,5.540929802226050027e-01,1.558253227428741117e-01,2.207335454697705590e-01,0.000000000000000000e+00,4.230678769365553427e-01,7.236784492735900964e-02,5.555555555555555120e-09,9.709115615605231620e-01,3.642005314539819671e-04,3.000000000000000000e+00,1.392861905999442929e-01
3.000000000000000000e+00,6.211346553624825795e-01,8.983402631134532745e-01,4.928535676011438493e-01,1.015137661044515777e-01,3.302629375314017901e-01,0.000000000000000000e+00,7.856735914145333843e-02,4.615797420246513239e-02,5.555555555555555120e-09,9.435275431338865371e-01,2.047655618390615303e-04,3.000000000000000000e+00,1.754232268440307496e-01
