Flood,Aspect,Rainfall,CurvPlan,DEM,NDVI,FlowAccum,FlodDistH,FlodDistV,Hillshade,Slope,SPI,TWI
1,185,6414,0,2,3253,1,440,2,178,1,1,8
1,224,6556,0,3,4497,0,5086,2,180,0,0,9
1,206,6556,0,2,4483,0,420,1,179,1,0,8
1,272,6567,0,2,4368,0,240,0,180,0,0,10
1,291,6567,0,2,5020,0,372,1,180,0,0,9
1,167,6414,0,1,4702,0,30,0,180,0,0,10
1,49,6567,0,1,4196,5,360,0,180,0,1,10
1,350,6414,0,2,4507,0,1197,1,181,0,0,8
1,322,6414,0,1,4373,3,30,0,181,0,1,10
1,226,6829,0,3,4183,9,1899,0,180,0,2,11
1,357,6440,0,5,3925,0,837,4,180,0,0,9
1,186,6836,0,3,4782,0,205,1,179,0,0,9
1,360,6573,0,4,4490,21,255,0,180,0,3,12
1,7,6556,0,3,3954,0,295,2,180,0,0,8
1,71,6556,0,2,4938,5,2850,1,179,0,1,10
1,116,6836,0,2,3712,293,3922,1,179,0,26,15
1,186,6836,0,3,4782,0,205,1,179,0,0,9
1,272,6567,0,2,4368,0,240,0,180,0,0,10
1,159,6567,0,1,3987,7,450,0,180,0,0,12
1,-1,6546,0,2,4372,9,917,0,180,0,0,13
1,244,6546,0,2,4468,3,1017,0,180,0,0,10
1,181,6440,0,3,4210,10,362,1,179,1,3,10
1,311,6836,0,2,3202,0,3617,1,182,1,0,8
1,224,6546,0,2,4443,1,187,0,180,0,0,9
1,15,6836,0,4,4481,0,4032,2,181,1,0,7
1,23,6556,0,1,4670,0,162,0,180,0,0,8
1,196,6414,0,2,3778,0,1670,1,177,2,0,7
1,314,6546,0,3,4372,1,115,1,182,1,0,9
1,139,6546,0,3,3144,5,1296,2,179,0,1,10
1,138,6440,0,1,5584,0,162,0,176,1,0,7
1,194,6440,0,4,4789,2,127,2,177,2,2,8
1,311,6836,0,2,3202,0,3617,1,182,1,0,8
1,336,6546,0,3,3505,2,1086,1,181,0,0,9
1,263,6546,0,2,3910,1,212,0,180,0,0,10
1,89,6836,0,3,4306,0,615,1,178,1,0,7
1,261,6556,0,3,2599,13,5818,2,181,1,6,10
1,79,6836,0,2,5593,3,30,0,178,1,2,9
1,120,6440,0,4,5098,0,454,2,177,1,0,7
1,288,6440,0,5,4927,0,459,3,183,1,0,7
1,10,6546,0,3,5190,1,465,1,182,1,1,8
1,225,6440,0,1,4562,9,675,0,180,0,0,12
1,138,6440,0,1,5584,0,162,0,176,1,0,7
1,97,6530,0,3,3462,2,6013,2,178,1,1,9
1,254,6546,0,3,3818,0,1141,1,181,0,0,8
1,244,6546,0,2,4468,3,1017,0,180,0,0,10
1,301,6717,0,5,3978,0,2370,3,180,0,0,9
1,360,6573,0,4,4490,21,255,0,180,0,3,12
1,29,6836,0,3,4683,2,4339,2,181,1,1,9
1,316,6414,0,2,4541,0,1286,1,181,0,0,9
1,150,6836,0,3,4489,6,367,1,179,0,1,11
1,43,6556,0,3,4219,0,4682,2,180,0,0,10
1,13,6414,0,1,4049,1,2083,0,181,1,0,8
1,331,6836,0,3,4489,0,525,1,180,0,0,9
1,139,6546,0,3,3144,5,1296,2,179,0,1,10
1,36,6556,0,3,3878,49,6745,2,180,0,8,12
1,290,6530,0,2,2984,1,1155,1,180,0,0,11
1,300,6440,0,6,4562,0,772,4,188,3,0,6
1,336,6829,0,4,3236,0,1276,1,180,0,0,9
1,156,6440,0,4,3462,0,1671,2,178,1,0,8
1,182,6414,0,1,4901,5,2385,0,178,1,2,10
1,10,6546,0,3,5190,1,465,1,182,1,1,8
1,261,6546,0,4,3615,0,1275,1,181,0,0,8
1,167,6836,0,3,5479,11,1209,1,179,0,1,12
1,40,6414,0,2,4640,0,1045,1,180,1,0,8
1,173,6829,0,3,4020,87,769,1,180,0,2,14
1,159,6829,0,3,4696,0,1229,1,180,0,0,9
1,170,6414,0,2,5175,0,2947,1,179,0,0,9
1,199,6836,0,5,4035,0,247,3,179,1,0,8
1,43,6556,0,2,4072,0,1845,1,180,0,0,8
1,36,6546,0,5,3394,1,1499,2,181,2,1,7
1,68,6717,0,3,3826,1,2774,1,179,1,0,8
1,69,6836,0,5,4908,0,804,3,180,0,0,9
1,-1,6530,0,3,3878,20,1566,0,180,0,0,13
1,346,6836,0,3,4391,64,699,1,180,0,5,13
1,282,6717,0,3,4260,0,2256,1,182,1,0,8
1,271,6836,0,4,4319,1,1686,1,181,0,0,9
1,73,6717,0,3,4512,1,4947,1,178,1,1,8
1,232,6299,0,3,4155,59,1052,1,180,1,22,12
1,313,6717,0,4,4806,0,4992,3,181,0,0,8
1,36,6546,0,5,3394,1,1499,2,181,2,1,7
1,-1,6836,0,4,4314,4,869,1,180,0,0,12
1,64,6829,0,4,4256,1,230,1,180,0,0,9
1,353,6836,0,3,3659,0,297,1,183,1,0,7
1,124,6717,0,3,5218,0,5759,2,177,1,0,8
1,225,6717,0,4,4740,4,2689,0,180,0,0,11
1,0,6717,0,4,4790,24,2763,0,180,0,0,13
1,241,6836,0,3,4623,1,544,1,181,1,1,8
1,17,6836,0,4,3648,3,1569,0,181,1,1,9
1,123,6836,0,3,3389,2,4052,1,178,1,1,9
1,242,6546,0,4,2441,1,1527,0,180,0,0,9
1,216,6717,0,3,3969,525,5798,2,180,0,18,16
1,228,6836,0,5,4104,0,1604,2,180,1,0,8
1,353,6836,0,3,3659,0,297,1,183,1,0,7
1,197,6299,0,4,3990,0,1583,2,179,0,0,8
1,43,6556,0,2,4072,0,1845,1,180,0,0,8
1,65,6717,0,4,4231,2,3305,0,180,0,0,10
1,-1,6836,0,4,4503,9,2022,0,180,0,0,13
1,281,6770,1,6,3810,0,420,2,181,1,0,8
1,127,6299,0,4,4369,10,1351,2,179,0,1,12
1,228,6829,0,5,3612,0,747,2,180,0,0,9
1,197,6299,0,4,3990,0,1583,2,179,0,0,8
1,51,6530,0,2,3124,0,1621,0,179,1,0,7
1,343,6687,0,6,4632,0,532,2,183,1,0,7
1,54,6836,0,3,4469,0,654,1,179,1,0,8
1,96,6829,0,3,4103,10,127,1,179,0,2,11
1,339,6546,0,4,5077,0,637,0,181,1,0,8
1,178,6546,0,6,5259,1,977,3,179,0,0,9
1,96,6829,0,3,4103,10,127,1,179,0,2,11
1,191,6836,0,5,5057,0,2260,3,179,0,0,8
1,271,6530,0,4,3148,0,30,2,181,1,0,8
1,22,6530,0,2,4311,7,302,0,180,0,0,12
1,45,6717,0,4,4022,119,3303,0,180,0,5,14
1,45,6717,0,4,5713,1,3092,1,180,0,0,9
1,3,6717,0,5,4637,0,2339,2,180,0,0,8
1,51,6530,0,2,3124,0,1621,0,179,1,0,7
1,323,6770,0,4,4414,0,2531,1,182,1,0,8
1,188,6886,0,5,3940,6,999,1,179,0,1,11
1,191,6836,0,5,5057,0,2260,3,179,0,0,8
1,80,6836,0,4,3870,0,2790,2,179,0,0,8
1,152,6836,0,3,6244,4,2403,1,179,0,1,10
1,314,6717,0,4,5441,0,2108,1,181,1,0,8
1,62,6717,0,4,3523,0,2578,1,179,0,0,8
1,96,6546,0,5,4226,10,677,1,179,0,2,11
1,-1,6530,0,2,2874,26,320,0,180,0,0,14
1,138,6530,0,3,3536,0,752,0,180,0,0,10
1,125,6717,0,5,4447,0,2023,2,178,1,0,8
1,282,6530,0,3,3223,21,1331,1,181,0,5,11
1,259,6717,0,3,3062,84,1111,0,181,1,26,12
1,61,6770,0,4,4500,1,1011,1,179,1,0,9
1,69,6530,0,3,3377,7,709,2,180,0,0,11
1,331,6770,0,3,5070,75,1623,0,181,0,11,13
1,62,6717,0,4,3523,0,2578,1,179,0,0,8
1,119,6886,0,4,4587,49301,0,0,179,0,8058,19
1,343,6829,0,5,4306,0,692,2,181,0,0,8
1,10,6717,0,4,4559,0,3692,2,181,1,0,8
1,158,6829,0,5,5778,3,1526,3,180,0,0,11
1,346,6770,0,5,4889,0,2718,2,184,2,0,7
1,43,6836,0,6,5563,0,1943,3,180,0,0,10
1,-1,6687,0,6,4143,7,432,1,180,0,0,12
1,20,6886,0,5,4448,0,1512,3,180,0,0,9
1,-1,6530,0,2,2746,1,477,0,180,0,0,11
1,29,6770,0,4,4355,0,1679,1,180,0,0,9
1,138,6530,0,3,3536,0,752,0,180,0,0,10
1,-1,6530,0,2,2874,26,320,0,180,0,0,14
1,346,6770,0,5,4889,0,2718,2,184,2,0,7
1,43,6836,0,6,5563,0,1943,3,180,0,0,10
1,182,6770,0,5,4478,0,4053,1,178,1,0,8
1,65,6836,0,4,5287,17,1688,2,179,1,5,11
1,5,6886,0,6,3984,1,3171,3,187,4,2,7
1,182,6770,0,5,4478,0,4053,1,178,1,0,8
1,347,6770,0,5,5339,0,3387,2,181,0,0,8
1,64,6770,0,5,4216,0,3152,1,180,0,0,10
1,282,6530,0,3,3223,21,1331,1,181,0,5,11
1,295,6776,0,5,3342,0,1119,2,180,0,0,9
1,345,6776,0,6,5357,3,1802,3,180,0,0,10
1,311,6530,0,2,2494,3,991,0,180,0,0,11
1,69,6530,0,3,3377,7,709,2,180,0,0,11
1,347,6770,0,5,5339,0,3387,2,181,0,0,8
1,357,6770,0,5,2744,1,5966,1,180,0,0,9
1,314,6770,0,3,3239,3,4261,0,186,2,3,8
1,17,6886,0,6,4503,0,2057,3,183,2,0,7
1,55,6717,0,4,4495,0,3045,2,180,0,0,8
1,219,6776,0,6,4971,1,2004,4,180,0,0,10
1,36,6886,-1,5,3820,9,3729,3,181,3,14,9
1,135,6776,0,5,3525,0,6212,2,178,1,0,8
1,70,6811,0,6,4378,0,1966,1,179,0,0,8
1,-1,6886,0,6,3964,10,362,4,180,0,0,13
1,254,6811,0,6,3450,8,5540,4,180,0,1,11
1,281,6776,0,5,5260,0,5690,3,180,0,0,10
1,281,6776,0,5,5260,0,5690,3,180,0,0,10
1,2,6776,0,6,4933,1,6001,3,181,1,0,8
1,60,6839,0,6,3343,0,6247,3,179,1,0,8
1,266,6811,0,6,4590,3,2383,3,181,0,1,10
1,192,6839,0,6,4272,0,889,3,178,1,0,7
1,211,6811,0,7,4258,0,6069,3,180,0,0,9
1,169,6776,0,4,4567,0,2796,1,180,0,0,9
1,282,6776,0,5,4359,0,247,3,181,0,0,8
1,66,6811,0,8,3892,0,1941,4,179,1,0,8
1,122,6811,0,7,5124,0,662,2,177,1,0,8
1,112,6811,0,5,4555,5,3857,3,178,1,2,10
1,63,6839,0,5,4845,0,1074,3,180,0,0,9
1,149,6924,0,7,3364,1,1369,5,175,1,1,8
1,302,6811,0,8,4627,0,822,4,181,0,0,9
1,55,6839,0,7,4498,1,345,3,180,0,0,9
1,112,6839,0,6,4447,0,1094,4,178,1,0,8
1,68,6811,0,7,4329,0,4863,4,180,0,0,9
1,38,6811,0,8,3469,0,4079,5,180,0,0,9
1,249,6839,0,4,3596,4,325,2,183,2,5,8
1,58,6839,0,7,5390,1,482,4,179,1,0,8
1,13,6924,0,9,5346,0,90,6,185,3,0,6
1,242,6845,0,8,3808,0,230,3,180,0,0,8
1,13,6924,0,9,5346,0,90,6,185,3,0,6
1,241,6884,0,9,3254,26,754,7,180,0,2,12
1,357,6839,0,8,4316,3,2532,5,181,1,1,9
1,251,6811,0,8,3933,0,1413,3,180,0,0,9
1,195,6845,0,8,3396,0,2588,3,179,0,0,8
1,56,6845,0,7,3724,0,302,2,180,0,0,10
1,7,6924,0,7,4037,12,2574,5,182,1,8,10
1,230,6855,0,8,4655,0,2343,5,180,1,0,8
1,225,6845,0,7,3920,1,5251,5,180,1,1,8
1,177,6845,0,7,3314,1,5688,4,173,3,1,7
1,191,6884,0,8,3775,1,517,2,179,1,0,8
1,320,6884,0,10,4146,0,567,5,181,0,0,9
1,193,6839,0,8,4109,0,2109,5,180,0,0,9
1,222,6884,0,8,4115,13,1026,2,180,1,9,10
1,352,6845,0,7,2830,0,1554,2,180,0,0,10
1,282,6937,0,10,3781,1,5112,4,180,0,0,10
1,135,6855,0,9,3688,0,127,6,175,2,0,7
1,14,6845,0,9,3977,4,1880,2,181,1,1,9
1,330,6872,0,9,2613,1,472,7,183,1,1,8
1,155,6855,0,9,4288,1,475,6,173,2,1,7
1,171,6855,0,9,4679,2,1174,7,176,2,2,8
1,290,6855,0,8,4624,0,939,5,181,0,0,8
1,346,6855,1,9,1783,0,180,6,195,6,0,6
1,161,6872,0,10,4352,7,1069,7,180,0,0,12
1,176,6855,0,9,4958,1,2079,7,174,2,1,7
1,17,6855,0,8,4337,0,9155,6,180,0,0,8
1,258,6855,0,10,4707,8,6569,7,180,0,2,10
1,42,6855,0,10,4615,0,277,7,180,0,0,8
1,283,7053,0,33,5494,2,200,20,213,15,16,6
1,115,6855,0,10,4489,0,7904,7,179,0,0,9
1,325,6855,0,8,4244,0,6954,5,181,0,0,8
1,20,6937,0,8,3772,0,320,4,180,0,0,9
1,28,6937,0,8,4431,0,1853,5,180,0,0,10
1,329,6872,0,11,1467,0,127,8,187,2,0,7
1,93,6872,0,9,3772,1,1062,6,179,0,0,9
1,96,6872,0,10,1977,1,235,6,178,1,0,8
1,329,6872,0,12,1550,0,115,9,183,1,0,7
1,34,6994,0,10,3834,0,3159,7,180,0,0,9
1,20,6937,0,8,3772,0,320,4,180,0,0,9
1,123,6937,0,8,4706,0,1791,5,178,0,0,8
1,78,6937,0,10,4310,0,2860,5,180,0,0,9
1,279,6937,0,9,3950,4,2025,3,181,0,1,10
1,49,6994,0,11,2558,5,4302,9,180,0,1,10
1,105,6937,0,9,4590,0,527,4,179,0,0,9
1,20,6937,0,8,3772,0,320,4,180,0,0,9
1,333,6994,0,11,2083,1,397,7,192,4,2,7
1,101,6994,0,12,3666,1,535,8,178,1,0,9
1,3,6959,0,12,4589,5,1704,8,181,0,1,10
1,277,6994,0,13,3285,0,375,9,186,2,0,7
1,175,6959,0,11,1828,0,325,6,178,1,0,8
1,28,6959,0,12,3652,4,1239,8,183,4,8,8
1,66,6959,0,16,3386,0,497,12,178,2,0,7
1,104,6959,0,13,3766,3,1007,6,177,1,1,9
1,191,6959,0,12,3386,0,382,7,180,0,0,10
1,133,6872,0,9,4139,1,1040,7,174,2,1,7
1,329,6959,0,10,1624,0,210,5,197,6,0,6
1,29,6937,0,10,3453,0,1392,5,180,0,0,9
1,325,6872,0,11,4625,0,2012,6,181,0,0,8
1,294,6845,0,13,4466,2,942,4,182,1,1,9
1,13,6845,0,10,3521,4,2670,6,180,0,1,10
1,166,6959,0,13,3015,2,240,7,178,1,1,9
1,148,6872,0,10,3803,0,817,7,176,1,0,7
1,344,6994,0,10,3591,5,4175,8,181,0,1,10
1,91,6994,0,12,3986,3,410,8,178,1,2,9
1,190,6845,0,11,4017,4,5404,8,179,0,0,10
1,49,6845,0,11,3696,4,2561,2,180,0,0,11
1,20,6959,0,15,2763,5,432,8,181,1,2,10
1,332,6994,0,12,4126,4,5099,10,181,1,1,10
1,205,6845,0,11,4193,0,2038,1,180,0,0,9
1,334,6845,0,13,4787,2,242,0,181,1,1,9
1,180,6952,0,14,3812,2,539,4,179,0,0,10
1,148,6952,0,14,3587,0,620,4,179,0,0,9
1,185,6950,0,11,3911,3,210,1,178,1,1,9
1,113,6950,1,15,2370,0,659,6,179,0,0,8
1,102,6975,0,15,3844,13,30,0,179,0,3,11
1,114,6941,0,20,3773,4,602,5,176,1,3,9
1,-1,6872,0,15,4895,2773,30,0,180,0,0,18
1,229,7032,0,19,4398,3,385,6,180,1,1,9
1,102,6975,0,15,3844,13,30,0,179,0,3,11
1,10,7010,-2,16,3775,111,454,7,198,12,718,10
1,349,6872,0,19,4484,0,170,2,182,1,0,8
1,42,7053,0,12,3891,3,30,0,180,1,1,9
1,204,7029,0,36,4816,9,382,23,165,10,50,7
1,127,7053,0,19,4046,1,337,7,174,2,1,7
1,133,7029,0,18,5061,1,212,5,172,2,1,7
1,127,7053,0,19,5697,1,170,7,172,2,1,7
1,135,7196,0,20,5073,3,1019,7,178,0,1,9
1,286,7053,0,20,4942,1,252,7,185,2,1,7
1,212,7029,0,26,5620,507,562,12,177,4,1017,12
1,252,7023,0,20,6470,2,527,7,182,1,1,8
1,137,7023,0,19,6241,8,235,3,177,1,4,10
1,207,7023,0,20,4775,0,420,4,179,1,0,8
0,306,6886,-1,98,4526,1,907,91,220,15,8,5
0,212,5662,0,766,6925,6,339,154,157,19,62,6
0,175,6792,-2,921,4166,1,3556,756,138,15,8,5
0,346,6411,1,164,6772,0,3300,127,219,18,0,5
0,335,6290,1,137,6327,0,690,99,218,15,0,5
0,50,6342,0,7,3591,0,2516,6,180,1,0,8
0,297,6833,0,805,8432,0,8354,785,235,25,0,4
0,134,6612,0,964,7979,2,2975,577,115,18,20,6
0,117,5835,-3,1466,7529,9,7316,1103,63,32,167,6
0,235,6402,1,402,6460,2,4437,247,180,20,22,5
0,184,6528,1,1092,3414,0,5306,612,133,18,0,4
0,178,6907,0,219,7803,2,2808,199,152,11,12,6
0,314,6785,3,657,8001,0,4774,637,229,19,0,4
0,307,6813,0,63,5943,2,1379,44,220,15,16,6
0,31,7069,-4,898,2647,32,2023,299,181,25,456,8
0,288,6924,0,100,5313,5,4623,98,213,14,37,7
0,158,7000,0,890,8515,0,1651,234,109,21,0,4
0,181,5748,-1,1788,7170,1,4793,990,112,24,14,5
0,237,6645,1,182,8408,0,1878,141,181,3,0,6
0,312,6884,0,26,3995,0,989,20,188,3,0,6
0,265,7163,1,983,9683,0,3944,605,198,10,0,5
0,288,6748,1,716,5646,0,705,327,221,18,0,4
0,62,6675,0,159,7127,86,3986,124,179,1,58,12
0,124,6845,0,36,4289,0,579,31,178,1,0,8
0,56,5429,0,1044,7453,2,765,185,156,21,23,5
0,89,5539,0,662,7965,4,2121,367,92,30,70,6
0,360,5708,-1,1100,7579,11,1302,472,216,24,150,7
0,212,6700,0,915,7838,3,4919,535,155,20,33,6
0,79,6599,-3,547,7103,3,3494,354,50,47,95,5
0,284,6924,1,105,5473,0,1784,97,219,18,0,5
0,191,6682,1,326,6863,0,6874,273,176,2,0,7
0,39,5589,0,936,8916,172,1405,364,171,24,2347,9
0,87,6906,1,504,7842,0,4865,490,177,1,0,7
0,144,6675,-2,370,7178,6,2412,330,71,29,100,6
0,127,6924,0,88,4460,10,4231,85,89,25,138,7
0,204,6807,0,23,2945,0,1880,17,177,2,0,7
0,11,6954,-1,456,7137,346,3713,437,192,8,1450,11
0,60,6785,2,729,7988,0,6681,689,158,17,0,5
0,108,7083,-1,1058,8256,10,5437,859,106,22,122,7
0,168,6621,0,1066,8008,15,3026,592,104,24,197,7
0,55,6341,0,825,8090,1,6209,746,146,27,15,5
0,357,6079,1,647,8048,1,1782,254,217,22,12,5
0,11,6891,0,323,7285,0,6896,283,189,6,0,6
0,17,5852,-2,781,6913,50,1654,392,193,12,316,9
0,150,6994,1,34,4544,0,3785,24,156,7,0,5
0,326,6886,1,47,5465,0,1082,41,199,7,0,6
0,358,6645,3,202,7644,0,1342,161,216,23,0,4
0,37,6904,0,593,8439,1,10463,433,175,23,13,5
0,50,6675,2,541,7600,0,5655,501,165,19,0,4
0,61,6411,1,158,6965,0,2798,120,170,9,0,5
0,122,6807,3,285,7417,0,2220,279,112,19,0,4
0,198,6884,1,22,3645,0,1122,16,170,6,0,6
0,25,5797,2,1291,7382,0,5466,928,188,11,0,5
0,241,5649,-1,772,7378,2,1222,319,184,25,27,5
0,273,6675,0,222,6802,3,1744,184,196,8,12,7
0,187,6892,0,756,7701,16,4137,693,153,12,102,8
0,7,5525,0,1253,8533,59,1802,619,208,21,683,8
0,97,6785,1,661,7945,0,6104,616,171,3,0,6
0,221,6521,1,555,8037,0,5757,476,158,25,0,4
0,123,7101,-1,555,7422,5,4606,534,94,24,66,6
0,129,6830,-1,690,6848,1,3759,681,92,24,13,5
0,108,6678,0,25,2899,0,3953,19,174,2,0,7
0,31,6411,0,218,5583,0,4309,180,185,10,0,5
0,169,6008,-3,384,7508,7,3092,286,126,18,67,7
0,211,6904,1,557,8263,2,3642,239,125,34,41,5
0,81,7355,2,1174,8605,0,4823,556,129,21,0,4
0,117,7150,0,1088,8053,1,2186,591,121,17,9,5
0,84,5599,0,473,7815,5,764,203,130,20,55,6
0,327,6811,0,44,3412,0,9206,41,203,8,0,5
0,230,5743,0,850,7285,3,1802,423,174,20,32,6
0,98,6682,0,31,5093,0,2408,25,158,8,0,5
0,22,6807,2,136,4890,0,2537,130,193,21,0,4
0,78,5942,1,215,6005,0,2155,150,141,18,0,5
0,100,6786,-2,614,8791,1,1518,483,36,42,27,4
0,261,6807,1,50,5357,0,405,44,186,4,0,6
0,319,6625,0,180,6995,2,1260,128,217,14,14,6
0,120,6946,2,769,8528,0,3619,411,90,25,0,4
0,284,5781,0,880,7625,4,5357,768,232,28,65,6
0,19,6682,0,199,6281,0,2490,182,184,4,0,6
0,136,6682,0,199,5325,5,3858,190,170,3,8,8
0,252,6938,-4,1143,7982,3,5548,509,184,46,93,5
0,186,7134,1,734,6837,1,5324,156,122,23,13,5
0,36,6411,1,383,6447,0,3964,344,182,12,0,5
0,193,6824,1,732,8213,37,10339,726,120,26,534,8
0,62,6127,0,395,7599,0,3124,342,153,19,0,4
0,203,6375,1,138,8009,0,1187,99,163,12,0,5
0,310,5793,0,517,7887,2,4836,418,238,24,27,5
0,309,6411,2,280,7150,0,3676,242,230,20,0,4
0,239,6944,0,615,7933,14,3411,599,185,13,99,8
0,349,6503,0,1152,498,3,7274,558,210,13,22,6
0,106,6797,1,481,8360,0,4928,421,77,30,0,4
0,145,5835,1,1286,6361,1,6207,891,60,32,18,5
0,169,6896,1,351,5667,0,3310,331,141,13,0,5
0,296,6830,0,51,4288,0,699,44,208,10,0,5
0,67,5671,0,691,8215,0,1871,354,158,14,0,5
0,258,6855,1,954,7947,5,1590,357,205,33,97,6
0,205,6052,-2,910,6370,4,3460,714,133,27,60,6
0,270,6924,2,75,5857,0,2293,72,206,15,0,5
0,335,6625,1,310,6451,5,1815,262,220,16,44,6
0,353,6924,0,25,4761,0,1899,22,190,4,0,6
0,128,6671,1,193,6646,0,810,172,111,19,0,4
0,311,7134,-4,609,6891,722,489,9,234,22,8787,11
0,353,6832,0,832,7393,47,2574,668,216,19,483,8
0,207,6514,2,829,8408,0,2122,689,120,33,0,4
0,90,6370,0,994,8089,0,1752,549,136,17,0,5
0,215,5961,3,672,7261,0,722,231,152,23,0,4
0,283,6228,2,436,8158,1,7146,398,233,32,19,5
0,225,5854,1,1347,7421,1,4616,790,161,27,15,5
0,292,6044,-3,1359,7377,5,8150,1164,243,49,172,5
0,58,6355,2,611,8029,1,1530,495,130,32,19,5
0,129,5429,1,1654,8288,0,3890,758,127,15,0,5
0,116,6682,0,56,6306,1,2625,50,135,14,7,6
0,292,6376,0,286,4975,3,1768,131,202,9,13,7
0,231,6695,1,569,5945,1,120,57,159,35,21,4
0,150,5891,-1,261,6334,0,2380,148,137,13,0,5
0,254,6921,-1,916,8136,2,2674,429,200,23,26,5
0,161,6331,0,2,4680,0,180,1,178,1,0,8
0,314,6440,1,10,3866,0,956,9,185,2,0,7
0,115,6302,-1,762,7278,7,5478,369,139,13,47,7
0,274,6508,0,705,8356,3,1027,269,207,14,23,6
0,263,6921,0,672,8406,1,735,214,212,30,18,5
0,27,6362,0,559,7904,12,7114,367,180,0,3,11
0,7,6532,-2,693,7967,3,1707,517,203,48,99,5
0,237,5741,1,1150,6937,0,2430,173,184,10,0,5
0,36,6434,-2,794,7806,3,1170,333,179,20,33,6
0,200,6663,0,167,6617,0,4685,147,156,14,0,5
0,45,6833,0,337,7188,0,2747,317,176,12,0,5
0,65,5744,-1,1437,6687,2,5631,880,112,35,42,5
0,192,7052,3,592,8267,0,3266,293,93,35,0,4
0,4,6959,0,58,6975,1,1356,52,205,16,9,5
0,326,6869,1,136,6227,1,1762,116,229,20,11,5
0,23,6682,1,312,7599,0,6959,281,192,17,0,5
0,221,6897,2,731,9059,1,3956,699,146,32,19,5
0,19,6824,-1,721,7664,4,7282,681,191,11,23,7
0,201,6906,1,619,8228,0,6458,605,157,14,0,5
0,360,6872,0,176,7525,0,814,157,211,18,0,4
0,68,6238,0,1205,7614,0,3686,552,173,5,0,6
0,264,5155,0,2114,410,4,4124,1006,212,31,73,6
0,5,6789,0,57,5209,9,784,28,201,12,60,7
0,47,5691,-1,399,8320,2,4866,319,150,32,37,5
0,133,7043,1,852,8607,0,4511,473,139,12,0,5
0,141,6228,-1,486,8656,1,6306,447,110,19,11,5
0,18,6391,1,419,7350,0,2866,380,198,22,0,4
0,255,5350,1,1434,7664,0,1264,440,200,27,0,4
0,307,6824,-1,601,8429,1,6461,593,238,25,14,5
0,253,5312,0,2081,9193,29,4583,602,197,33,562,7
0,113,6863,3,821,7401,0,4589,800,73,30,0,4
0,297,6935,-1,486,7161,2,2879,149,242,31,36,5
0,310,6651,0,294,7591,6,8574,257,243,28,97,6
0,201,6411,0,160,6577,0,1427,122,167,8,0,5
0,41,6924,1,18,4438,0,1102,15,180,7,0,5
0,155,6728,0,467,7918,5,4394,310,110,20,55,6
0,311,6595,2,809,5468,0,1575,435,228,19,0,4
0,46,6375,2,147,6804,0,1017,108,171,18,0,5
0,98,6651,-1,126,6623,1,4989,86,126,18,10,5
0,235,6807,0,34,5756,0,4932,28,181,2,0,7
0,294,6663,0,116,3179,20,3831,101,184,2,17,10
0,121,6807,0,46,4490,0,1144,40,137,13,0,5
0,88,6785,3,417,7183,1,5294,372,73,36,22,4
0,183,6112,0,643,8110,3,5069,546,160,8,13,7
0,112,6897,1,704,4135,0,4964,647,150,9,0,5
0,63,6253,0,799,6538,0,3065,708,141,24,0,4
0,192,5247,0,1758,572,12,1570,650,105,30,211,6
0,184,6013,4,1215,7258,0,3210,1001,54,42,0,4
0,340,6804,0,619,8300,12,4551,600,205,10,62,8
0,133,5614,0,1692,7225,7,4508,1065,66,30,120,6
0,103,6994,1,45,4441,0,4449,36,150,10,0,5
0,200,6621,-1,676,8246,5,680,300,144,20,54,6
0,244,6675,3,609,6677,0,3295,574,185,31,0,4
0,209,6675,-1,387,6956,3,2072,347,130,30,53,5
0,223,6376,1,308,6879,0,750,152,179,3,0,6
0,205,6829,1,46,6444,0,1134,44,170,8,0,5
0,224,6181,-1,475,8082,2,5755,282,164,24,26,5
0,316,6829,0,20,6444,0,1593,18,203,8,0,5
0,51,6943,0,102,7018,1,942,93,175,8,4,6
0,351,6924,0,23,4861,0,1811,20,190,4,0,6
0,282,6224,0,1076,8099,6,4793,563,229,28,95,6
0,66,6880,-1,682,8515,2,4029,245,103,38,47,5
0,313,7107,0,478,7545,2,5400,459,231,20,22,5
0,254,6822,1,866,7709,0,4671,486,190,8,0,5
0,298,7157,0,822,8046,3,5026,503,229,20,34,6
0,134,6807,0,25,5769,0,752,19,168,4,0,6
0,196,7038,1,1264,7270,0,3588,685,157,12,0,5
0,57,6824,1,810,7445,0,7199,769,158,19,0,4
0,289,5689,0,1540,7526,27,5032,922,228,22,329,8
0,321,5767,-5,822,1428,15,6432,724,254,45,447,6
0,323,6622,0,961,8068,0,4977,720,189,3,0,6
0,321,6663,-1,151,5403,3,2910,116,232,21,35,6
0,227,6728,1,654,8242,1,2745,497,171,20,11,5
0,256,6809,0,21,5431,0,1672,18,183,2,0,7
0,15,6228,2,289,7084,0,6434,250,200,21,0,4
0,23,6880,0,655,6666,0,2496,597,188,9,0,5
0,245,6228,1,438,9074,3,9043,400,190,22,37,6
0,276,6687,0,46,4833,0,1022,41,191,5,0,6
0,268,6566,0,320,7988,3,1422,221,187,4,6,7
0,257,6597,0,1211,7671,20,1574,181,200,17,188,8
0,165,6690,0,304,7225,5,3064,259,87,27,78,6
0,223,6564,2,174,6366,0,3432,120,172,15,0,5
0,240,7013,1,513,8644,0,1893,230,185,20,0,4
