Flood,FloodNew,Aspect,Rainfall,CurvPlan,DEM,NDVI,FlowAccum,FlodDistH,FlodDistV,Hillshade,Slope,SPI,TWI
1,3,77,23,-307363744,113,859,0,0,5,0,59,0,-2
1,3,57,23,-839631296,111,859,0,0,3,0,52,1,1
1,3,10,23,267375472,103,840,0,0,3,103,47,0,-3
1,4,325,24,-56236620,7,974,73,0,0,177,40,23,5
1,4,341,23,-28801758,109,811,0,0,19,161,44,0,0
1,3,12,23,120311152,83,888,0,0,10,99,50,0,-2
1,3,1,23,-86150848,106,869,0,0,10,124,46,0,-1
1,3,111,21,-47109796,159,790,0,0,2,0,50,0,-1
1,3,24,25,220692208,12,1782,0,0,0,64,36,0,-2
1,1,208,20,-93763016,154,811,47,0,0,0,51,78,6
1,3,8,22,108965424,107,850,0,0,8,109,46,0,-1
1,3,7,22,102552032,107,850,0,0,8,109,41,0,-2
1,2,132,24,194162416,12,1224,0,0,0,0,43,0,-3
1,3,60,24,129599976,12,1068,0,0,0,0,35,0,-2
1,1,84,24,-233426736,11,1068,72,0,0,0,31,107,7
1,3,86,24,29502546,10,1188,0,0,1,0,32,0,-2
1,3,68,24,473665184,17,931,0,0,4,0,50,0,-3
1,3,76,24,138348512,17,931,0,0,4,0,53,0,-3
1,4,353,22,-50398592,120,798,0,0,4,141,52,0,0
1,3,12,21,218502896,180,734,0,0,9,96,59,0,-3
1,3,10,20,-23020182,158,789,0,0,5,103,70,0,-3
1,4,291,24,-97358008,9,961,0,0,0,164,55,0,-2
1,4,349,24,-445576928,8,926,0,0,0,148,68,0,-2
1,3,10,25,-509676800,2,1261,0,0,0,102,75,0,-2
1,4,351,25,0,2,1282,0,0,0,146,78,0,-3
1,2,83,21,183545888,195,669,0,0,4,0,68,0,-4
1,3,7,24,63120152,14,862,0,0,8,110,50,0,-2
1,4,359,25,-299372256,9,0,0,0,0,129,74,0,-3
1,2,174,25,80714280,9,1107,0,0,2,0,51,0,-2
1,2,264,25,-115199888,9,1212,0,0,2,113,55,0,-2
1,2,162,24,2879956,14,897,0,0,2,0,31,0,-2
1,3,105,24,198531072,11,909,0,0,3,0,34,0,-2
1,1,57,20,-71999920,188,757,109,0,0,0,60,34,4
1,2,73,20,115130880,189,758,0,0,1,0,52,0,-2
1,2,204,24,180605872,9,909,0,0,2,0,47,0,-3
1,3,97,25,-224186784,7,1049,0,0,4,0,57,1,1
1,4,280,25,-324283872,11,1196,0,0,8,147,76,0,-3
1,3,95,24,-175679968,10,856,0,0,0,0,37,0,1
1,4,266,25,-339711264,7,1018,59,0,0,117,9,2,6
1,3,195,25,21877016,6,1009,0,0,3,0,14,0,-1
1,2,233,25,27180500,12,999,0,0,9,26,68,0,-2
1,2,232,25,-114570648,10,999,0,0,7,22,72,0,-3
1,3,64,25,-450668096,9,947,0,0,2,0,61,1,0
1,1,220,25,-166153808,5,1019,0,0,2,0,23,1,4
1,2,110,25,-648858816,11,886,0,0,5,0,63,0,-1
1,4,333,25,387218368,5,978,0,0,2,171,56,0,-3
1,3,6,25,-144282992,4,1029,0,0,1,112,55,0,-2
1,2,178,25,-151448256,7,1005,0,0,1,0,56,0,0
1,3,14,25,403200032,6,1002,0,0,3,92,12,0,-1
1,3,38,23,882912128,136,864,0,0,6,21,59,0,-3
1,2,243,24,161279920,5,1036,0,0,2,54,41,0,-3
1,3,18,25,-215157408,61,850,0,0,11,82,43,0,0
1,3,103,24,97199888,8,1135,0,0,2,0,9,0,-1
1,2,234,24,-19502956,5,930,0,0,3,29,53,0,-2
1,2,241,24,-117655464,7,1097,0,0,5,50,73,0,-2
1,1,185,24,-485305088,4,893,59,0,0,0,71,45,3
1,4,358,24,122594608,7,1088,0,0,4,131,21,0,-2
1,4,286,24,-81532024,4,984,0,0,0,158,55,0,-2
1,2,162,24,-61920028,6,1202,0,0,3,0,54,0,-3
1,4,340,24,426297824,7,1256,0,0,3,163,59,0,-3
1,4,353,24,276147744,7,1097,0,0,4,142,38,0,-2
1,1,118,24,-370924320,25,864,75,0,0,0,26,3,4
1,1,163,24,-21744134,25,858,75,0,0,0,17,2,5
1,3,70,24,-126752104,20,871,0,0,1,0,54,0,-2
1,3,144,24,-166245472,18,1032,0,0,2,0,33,0,-1
1,2,173,24,17540902,18,1033,0,0,2,0,41,0,-2
1,3,91,24,28799972,8,1151,0,0,5,0,34,0,-2
1,1,102,24,-106560104,12,865,75,0,0,0,16,3,5
1,3,53,24,-15784717,8,998,0,0,5,0,46,0,-2
1,3,106,22,576869504,175,711,0,0,27,0,54,0,-3
1,3,40,24,-18830802,7,1202,0,0,4,14,33,0,-2
1,2,162,24,-822533952,0,0,0,0,0,0,74,0,-3
1,4,296,24,141402752,7,1149,0,0,5,170,37,0,-2
1,1,31,25,-117923736,47,917,0,0,10,43,27,2,4
1,3,90,24,115199888,9,1028,0,0,6,0,42,0,-2
1,4,329,24,0,5,1193,0,0,0,175,8,0,4
1,3,14,23,56449772,166,680,0,0,36,91,54,0,0
1,3,2,23,-340370688,164,745,0,0,35,124,62,2,1
1,3,55,24,-274707712,6,0,0,0,0,0,38,0,-2
1,1,69,24,-40620628,29,842,93,0,0,0,45,56,6
1,1,97,25,-28799560,102,881,87,0,0,0,23,9,6
1,3,97,25,78904280,38,863,0,0,12,0,33,0,-2
1,3,88,24,-193655296,10,825,0,0,3,0,39,0,0
1,3,69,22,-1267337216,215,724,0,0,3,0,57,3,2
1,3,102,24,-110131888,128,862,0,0,14,0,30,0,2
1,3,60,25,-51461816,107,882,0,0,1,0,34,0,0
1,2,245,20,-937798592,263,706,92,0,0,63,80,43,2
1,3,87,24,612702976,42,895,0,0,19,0,25,0,-2
1,1,151,24,-373846208,7,850,80,0,0,0,30,48,7
1,3,53,24,-35443868,7,851,0,0,3,0,52,6,3
1,2,176,24,358272160,10,884,0,0,5,0,56,0,-3
1,2,154,24,-235482480,9,884,0,0,4,0,57,0,-2
1,3,39,23,144221872,173,734,0,0,19,20,57,0,-2
1,3,142,24,-144000000,36,923,0,0,14,0,8,0,2
1,3,60,24,-272475808,15,841,0,0,10,0,41,2,3
1,4,315,24,-334059104,15,841,0,0,10,180,16,1,4
1,1,126,24,-83519912,5,915,88,0,0,0,20,36,7
1,2,137,24,205444320,4,902,0,0,1,0,34,0,-2
1,3,43,25,-141498864,58,923,0,0,6,6,54,0,-1
1,3,78,25,230399776,57,936,0,0,5,0,43,0,-3
1,2,201,24,274870656,7,866,0,0,2,0,53,0,-3
1,3,68,23,0,185,721,0,0,1,0,53,0,-2
1,2,124,25,-116233704,46,890,0,0,2,0,41,0,-3
1,3,124,24,14399969,6,911,0,0,3,0,24,0,-2
1,3,144,24,459692224,7,911,0,0,4,0,18,0,-2
1,1,100,23,-310407360,62,896,99,0,0,0,39,24,5
1,3,71,23,139933776,63,888,0,0,1,0,43,0,-3
1,3,91,23,54993220,30,802,0,0,23,0,30,0,-2
1,3,77,23,61676200,29,802,0,0,22,0,35,0,-2
1,4,266,23,720000064,5,1014,0,0,3,118,11,0,-1
1,1,86,23,-277466368,92,842,99,0,0,0,42,24,5
1,3,89,23,-7089223,58,888,0,0,14,0,46,2,3
1,3,79,23,-358402848,24,814,0,0,17,0,62,5,2
1,2,189,23,144000000,3,1059,0,0,1,0,37,0,-2
1,3,34,23,-149301488,103,846,0,0,1,34,57,0,-2
1,3,109,23,238417296,3,1146,0,0,1,0,28,0,-2
1,2,186,21,-570240768,277,776,0,0,59,0,76,2,0
1,1,170,23,-263289952,2,1146,98,0,0,0,12,26,8
1,2,141,23,-106793240,37,903,0,0,1,0,61,0,-3
1,3,123,23,-2879846,37,903,0,0,0,0,35,0,-1
1,3,92,23,-138551248,9,1018,0,0,4,0,42,0,-1
1,2,139,23,-295485952,4,983,0,0,2,0,64,0,-2
1,3,91,23,113518376,6,1026,0,0,4,0,44,0,-3
1,3,133,23,43199956,6,1026,0,0,4,0,27,0,-2
1,2,115,21,1434680832,296,635,0,0,77,0,86,0,-5
1,1,191,23,-361376384,8,552,0,0,0,0,31,1,2
1,2,248,23,-121515464,3,1687,0,0,1,70,45,0,0
1,4,311,23,398996800,6,1493,0,0,4,179,43,0,-3
1,3,105,23,-8640019,4,1323,0,0,2,0,28,0,-1
1,4,274,23,-302081760,5,1493,0,0,3,136,34,0,-2
1,3,92,23,129704360,72,841,0,0,2,0,42,2,3
1,3,62,23,4170251,72,852,0,0,2,0,54,0,-3
1,2,152,23,629689408,5,1499,0,0,3,0,53,0,-3
1,3,68,23,169920128,8,1519,0,0,5,0,13,0,-1
1,3,160,23,18496578,3,1268,0,0,0,0,14,0,1
1,3,42,23,-604800000,2,1032,0,0,0,10,33,0,1
1,3,59,23,-183724288,7,1342,0,0,4,0,16,0,-1
1,3,79,23,204636480,3,1108,0,0,1,0,40,0,-2
1,3,21,23,22760570,20,782,0,0,1,72,48,0,-3
1,3,106,23,271384576,25,829,0,0,1,0,27,0,-2
1,3,20,23,-377322688,20,782,0,0,5,75,44,0,-1
1,4,269,23,-344492256,4,809,0,0,1,124,26,1,3
1,3,114,23,187200016,6,883,0,0,1,0,22,0,-2
1,1,45,23,-82799864,5,977,125,0,0,0,22,9,6
1,4,335,23,2448097,73,871,0,0,3,169,12,0,-1
1,1,105,23,-114903544,75,844,118,0,0,0,23,78,8
1,4,266,23,-201599120,75,846,0,0,0,117,18,0,-1
1,3,62,21,196421024,214,777,0,0,37,0,50,0,-3
1,3,77,23,39207880,7,982,0,0,3,0,32,0,-2
1,3,65,23,-3388233,6,982,0,0,2,0,38,0,-2
1,3,23,18,135203152,474,601,0,0,49,68,85,0,-4
1,2,109,23,322906496,52,888,0,0,3,0,48,0,-3
1,2,247,23,-43200008,4,999,0,0,1,68,27,0,-1
1,3,23,23,-17334954,8,973,0,0,5,66,34,0,0
1,3,48,23,146357280,8,977,0,0,4,0,57,0,-3
1,1,54,23,-228995152,5,1138,0,0,1,0,12,0,3
1,3,41,21,-483704096,250,816,0,0,3,11,55,4,3
1,1,63,20,-1212951808,300,719,131,0,0,0,76,401,5
1,3,59,23,119171872,109,856,0,0,8,0,49,0,-3
1,1,113,23,-248825408,76,841,129,0,0,0,51,122,6
1,3,9,23,-61982608,77,848,0,0,1,106,51,1,1
1,2,129,24,499484032,7,0,0,0,0,0,48,0,-3
1,3,66,23,208768784,117,900,0,0,14,0,56,0,-3
1,2,93,20,-457481120,339,836,0,0,8,0,79,0,-4
1,3,43,23,-455900736,116,900,0,0,13,7,53,0,0
1,3,39,22,-262542544,167,808,0,0,2,18,66,1,0
1,3,62,24,347801056,8,1528,0,0,0,0,44,0,-3
1,2,106,24,67458128,7,0,0,0,0,0,38,0,-2
1,3,48,21,560672896,281,755,0,0,104,0,70,0,-4
1,3,29,21,-698728640,277,747,0,0,100,50,61,0,-2
1,2,110,18,32594408,358,863,0,0,7,0,68,0,-4
1,1,71,18,-1593481088,355,863,133,0,0,0,74,56,3
1,3,88,18,-136974480,472,849,0,0,20,0,34,1,2
1,4,343,24,-113609664,5,1008,0,0,0,158,60,1,0
1,3,11,24,-209630800,8,1154,0,0,0,100,18,0,-2
1,2,137,23,187894672,84,861,0,0,3,0,63,0,-3
1,2,123,23,71464128,82,861,0,0,3,0,61,0,-3
1,1,43,23,-160393920,97,835,137,0,0,5,49,27,5
1,3,4,23,-292316288,97,835,0,0,2,117,46,0,-1
1,3,36,22,53042700,187,847,0,0,8,28,67,0,-4
1,2,56,22,304604000,225,937,0,0,3,0,66,0,-3
1,3,36,23,-90349712,177,865,0,0,2,28,58,0,-1
1,2,57,23,-28710844,156,865,0,0,2,0,70,0,-3
1,4,331,20,217406000,393,797,0,0,9,173,81,0,-4
1,2,151,20,-1904103808,343,913,0,0,46,0,87,1,-4
1,3,40,21,-301994720,256,789,0,0,34,15,58,0,0
1,2,117,23,-308807328,48,814,0,0,1,0,62,0,-2
1,3,35,24,156754976,25,933,0,0,6,30,69,0,-2
1,1,34,24,-128515064,18,893,145,0,0,33,66,274,6
1,4,346,18,-103974632,412,989,0,0,1,155,62,2,1
1,1,138,24,-83698272,14,919,145,0,0,0,42,113,7
1,4,355,18,-915809920,434,836,0,0,3,137,56,2,2
1,1,84,22,-443794400,232,817,0,0,9,0,68,7,2
1,1,108,23,-167531232,52,832,157,0,0,0,13,26,8
1,3,23,24,-752213056,4,1116,0,0,0,68,61,1,1
1,2,250,24,-60025752,4,1435,0,0,0,74,42,0,-1
1,1,190,17,-636539712,460,945,154,0,0,0,72,136,4
1,3,65,23,-304071840,183,842,0,0,26,0,61,0,-1
1,2,154,23,-239040544,74,858,0,0,3,0,62,0,-3
1,1,3,23,-120282888,65,862,157,0,0,121,15,28,8
1,1,113,23,-398591104,92,853,164,0,0,0,35,26,6
1,3,70,24,-518399904,6,970,0,0,3,0,47,0,0
1,3,41,23,73862712,117,811,0,0,4,11,41,0,-3
1,3,74,23,432000000,78,851,0,0,2,0,52,0,-3
1,2,147,19,143847424,411,739,0,0,13,0,79,0,-3
1,2,98,19,-299491328,397,873,0,0,2,0,50,0,-2
1,2,85,24,469552160,12,868,0,0,11,0,78,0,-3
1,3,87,24,63678732,9,938,0,0,8,0,54,0,-2
1,3,134,24,57211624,9,938,0,0,8,0,40,0,0
1,2,84,19,-310423552,398,784,0,0,29,0,69,1,0
1,1,111,19,-441912160,432,871,178,0,0,0,74,286,5
1,1,83,19,-46419084,439,924,178,0,0,0,70,223,5
1,2,177,24,-127440000,5,0,0,0,0,0,39,0,-1
1,3,88,20,-278609504,314,790,0,0,66,0,60,1,0
1,1,43,24,-239040000,0,1818,168,0,0,0,45,365,8
1,3,117,20,-57319968,276,791,0,0,27,0,39,1,2
1,2,51,20,-422483552,360,778,0,0,10,0,82,1,-3
1,2,43,20,-747202688,356,778,0,0,6,6,80,1,-2
1,3,71,23,299963808,193,814,0,0,61,0,46,0,-3
1,3,80,24,95261584,8,1363,0,0,4,0,44,0,-2
1,3,95,24,-282701024,10,977,0,0,5,0,44,0,1
1,2,138,24,292670144,11,1296,0,0,5,0,46,0,-3
1,3,99,24,-242605248,4,2572,0,0,0,0,45,0,-2
1,4,301,24,-66041408,3,2711,167,0,0,174,24,3,5
1,2,174,24,-3213958,14,832,0,0,3,0,44,0,-2
1,3,5,24,-6902943,8,1270,0,0,1,115,48,0,-2
1,1,24,25,-45360076,5,1849,0,0,0,63,9,0,3
1,4,334,25,0,0,0,0,0,0,170,18,0,0
1,4,357,25,-522000000,0,1717,0,0,0,134,50,0,-1
1,3,24,25,25919962,6,1788,0,0,1,65,28,0,-2
1,3,31,25,-39898528,5,1788,0,0,1,44,38,0,-2
1,2,162,21,-32109568,254,804,0,0,1,0,64,0,-2
1,3,85,21,136081488,247,798,0,0,82,0,51,0,-3
1,1,124,21,-28799560,253,804,169,0,0,0,20,20,7
1,1,64,21,-545179392,230,755,180,0,0,0,51,14,4
1,3,64,23,-97919728,132,829,0,0,60,0,47,0,-2
1,1,91,21,-343001856,258,767,173,0,0,0,60,23,4
1,3,54,24,-391100576,10,1183,0,0,6,0,49,0,-1
1,3,79,25,213318128,9,1633,0,0,3,0,36,0,-2
1,4,348,24,189376512,18,939,0,0,14,150,53,0,-3
1,3,100,25,28799836,11,1035,0,0,4,0,16,0,-1
1,3,0,25,0,0,-505,0,0,0,0,10,0,-1
1,3,84,23,386318848,157,783,0,0,14,0,66,0,-3
1,3,78,23,-262045984,153,783,0,0,11,0,49,1,1
1,1,2,25,-329715584,11,853,183,0,0,122,35,5,4
1,3,11,25,-531616416,10,1034,0,0,5,100,52,0,-1
1,4,354,25,-106937608,11,0,0,0,0,140,64,0,-2
1,2,195,17,2104716416,589,1000,0,0,16,0,87,0,-5
1,1,59,23,-377852576,70,864,217,0,0,0,57,436,7
1,1,56,17,0,534,931,178,0,0,0,16,18,7
1,4,350,23,103815040,76,824,0,0,1,147,42,0,-3
1,4,346,25,-65671204,14,1005,0,0,0,154,40,0,1
1,3,80,25,577125888,103,792,0,0,5,0,50,0,-3
1,2,101,25,-267611472,10,1715,0,0,1,0,66,0,-2
1,1,44,21,-173279984,280,803,177,0,0,2,48,43,5
1,1,94,17,-538790464,548,926,178,0,0,0,73,192,5
1,2,59,25,-452996160,28,900,0,0,11,0,72,1,-1
1,2,79,25,-1197486464,24,900,0,0,7,0,76,1,-1
1,4,339,25,201799680,47,838,0,0,2,164,38,0,-2
1,2,76,25,237193728,26,908,0,0,4,0,72,0,-3
1,2,247,25,-645457088,28,915,0,0,5,68,79,4,0
1,2,97,18,-408483232,594,930,0,0,11,0,74,0,-1
1,1,69,18,-139238640,595,930,186,0,0,0,64,99,5
1,4,356,21,318281440,273,767,0,0,6,135,73,0,-3
1,2,134,25,-327600032,49,845,0,0,2,0,75,0,-2
1,1,60,25,-194463520,49,852,196,0,0,0,67,175,5
1,4,345,25,-602811456,48,853,0,0,1,155,71,0,-2
1,2,157,21,335038144,289,795,0,0,3,0,77,0,-3
1,1,81,21,-88386712,289,818,208,0,0,0,58,26,4
1,1,149,17,-619972160,509,941,191,0,0,0,66,21,3
1,2,242,17,-738895488,509,941,0,0,0,53,78,1,-1
1,2,138,25,36204772,71,850,0,0,6,0,73,0,-4
1,2,128,22,-80309224,250,777,0,0,2,0,67,0,-4
1,4,355,21,-980739200,312,842,0,0,5,137,75,0,-3
1,3,62,25,-229872160,86,858,0,0,17,0,57,4,2
1,3,46,25,-668815040,83,855,0,0,15,0,56,4,2
1,4,309,20,339098752,367,824,0,0,3,179,42,0,-2
1,3,9,24,-22332454,81,852,0,0,1,106,40,0,-2
1,2,88,21,-541917760,277,559,0,0,6,0,74,0,-3
1,3,108,24,-161776848,114,868,0,0,6,0,58,0,-2
1,2,80,21,-277745248,277,666,0,0,2,0,76,0,-2
1,3,91,24,-252840672,114,870,0,0,5,0,55,0,-2
1,3,119,20,-47425916,417,834,0,0,31,0,45,4,3
1,3,81,20,-20382730,416,828,0,0,30,0,59,0,-3
1,2,108,20,446447808,353,822,0,0,4,0,72,0,-4
1,1,55,20,-450174816,329,844,211,0,0,0,55,132,6
1,1,9,21,-381470688,329,825,211,0,0,106,65,192,6
1,1,41,20,-863850880,351,815,211,0,0,12,66,200,5
1,3,29,20,100581624,333,812,0,0,4,50,72,0,-2
1,4,331,21,1323432192,335,806,0,0,6,173,79,0,-4
1,2,108,20,733043328,437,874,0,0,14,0,62,0,-3
1,3,117,24,102673808,137,816,0,0,1,0,22,0,-2
1,2,249,20,1010876608,383,794,0,0,15,72,84,0,-5
1,2,94,21,26339806,310,735,0,0,2,0,56,0,-2
1,2,39,20,217473056,502,909,0,0,12,18,70,0,-2
1,3,21,20,524131296,378,832,0,0,9,73,60,0,-3
1,3,57,21,-151651856,317,800,0,0,2,0,44,0,-3
1,1,105,21,-271378208,324,798,224,0,0,0,47,16,4
1,3,26,21,21171130,324,798,0,0,2,58,60,0,-3
1,4,338,21,-1072993024,322,814,0,0,0,165,69,0,-2
1,3,142,21,-219059120,326,814,0,0,4,0,30,0,-2
1,2,144,20,905473792,352,780,0,0,9,0,83,0,-5
1,2,189,20,1229595392,370,862,0,0,14,0,84,0,-5
1,3,74,20,-282884192,360,899,0,0,0,0,52,2,2
1,3,59,22,86395384,272,783,0,0,9,0,8,0,-1
1,3,49,22,17383278,273,783,0,0,9,0,39,0,-2
1,3,88,0,-1298679040,875,0,0,0,119,0,87,1,-4
1,4,359,20,-6665345,486,1021,0,0,4,130,79,0,-4
1,2,80,22,342284864,285,760,0,0,7,0,65,0,-3
1,1,89,20,-556788480,313,779,228,0,0,0,49,232,7
1,3,10,0,710148224,315,0,0,0,11,103,75,0,-4
1,2,94,20,-148036016,411,812,0,0,4,0,73,0,-3
1,2,117,20,484455616,320,775,0,0,4,0,58,0,-3
1,2,53,20,-514334976,360,778,0,0,0,0,67,0,-1
1,1,21,19,-797531008,525,814,239,0,0,73,71,307,5
1,2,72,17,-528245280,658,856,0,0,7,0,72,1,0
1,2,207,17,1101558400,641,615,0,0,16,0,59,0,-3
1,1,33,17,-1082425728,673,659,253,0,0,38,56,41,5
