1.000000000000000000e+00,9.695496514217417927e-02,9.149377096345200355e-01,5.014903680925362206e-01,9.986942249533380112e-02,3.146876570088762426e-01,0.000000000000000000e+00,1.301747562513122791e-01,4.910992640661127756e-02,1.722222222222222210e-01,9.034775196174882339e-01,0.000000000000000000e+00,1.632313484949109994e-01
1.000000000000000000e+00,2.733405759992424411e-01,9.149377096345200355e-01,5.517506463607261269e-01,1.028679218651294552e-01,3.146876570088762426e-01,0.000000000000000000e+00,1.166947752355150802e-01,5.465604984365034918e-02,5.555555555555555120e-09,7.488608583292225562e-01,0.000000000000000000e+00,2.235995426580121292e-01
1.000000000000000000e+00,6.211346553624825795e-01,8.983402631134532745e-01,4.928535676011438493e-01,1.015137661044515777e-01,3.302629375314017901e-01,0.000000000000000000e+00,7.856735914145333843e-02,4.615797420246513239e-02,5.555555555555555120e-09,9.435275431338865371e-01,2.047655618390615303e-04,1.754232268440307496e-01
1.000000000000000000e+00,1.791344225355699926e-01,8.983402631134532745e-01,4.385715753085960289e-01,9.542003568002212222e-02,3.038017082565734328e-01,0.000000000000000000e+00,1.683020105849547809e-01,1.592271151738448853e-01,5.555555555555555120e-09,8.793769266010799113e-01,0.000000000000000000e+00,1.767187632688656251e-01
1.000000000000000000e+00,5.830019880405852284e-01,9.605809136359135803e-01,5.345888940054892569e-01,9.256662655886477298e-02,3.155250376821303049e-01,0.000000000000000000e+00,6.341228428034891840e-01,1.552017109227571412e-01,5.555555555555555120e-09,7.659078890322479349e-01,0.000000000000000000e+00,2.188687288524953645e-01
1.000000000000000000e+00,1.516904613177383065e-01,8.630705381825382050e-01,5.226856743112433534e-01,9.130918778069845032e-02,2.198961647965164967e-01,0.000000000000000000e+00,4.500278389681497404e-01,3.470793271548602149e-02,5.555555555555555120e-09,8.461685517283171754e-01,0.000000000000000000e+00,1.917715700122802347e-01
1.000000000000000000e+00,3.653925045776221792e-01,8.630705381825382050e-01,5.068891535292755490e-01,9.063210990035952541e-02,2.240830681627868082e-01,0.000000000000000000e+00,3.826277721287444922e-01,3.345559019186317151e-02,5.555555555555555120e-09,8.652914705870442535e-01,0.000000000000000000e+00,1.835081048851213981e-01
1.000000000000000000e+00,3.330289762132307985e-01,9.605809136359135803e-01,5.198247318482976942e-01,7.462398160109062761e-02,3.146876570088762426e-01,0.000000000000000000e+00,1.324876067254806278e-01,8.838000304724891176e-02,5.555555555555555120e-09,8.489250228432426715e-01,0.000000000000000000e+00,1.906389104621372399e-01
1.000000000000000000e+00,1.932726425355275890e-01,9.605809136359135803e-01,4.419801427056509469e-01,7.230256011163391228e-02,3.146876570088762426e-01,0.000000000000000000e+00,1.975749848511367535e-01,9.025850319550812739e-02,5.555555555555555120e-09,5.661428028220369946e-01,9.941473172764262356e-05,3.652680631220905361e-01
1.000000000000000000e+00,9.181189189673004403e-02,9.522821150849252181e-01,4.755171884960288087e-01,1.136528536871837455e-02,2.311170658181209148e-01,0.000000000000000000e+00,3.579804988108991615e-01,1.726451088593023570e-02,2.055555555555555469e-01,6.528810312253762183e-01,1.844984594935863411e-03,5.003018784201589408e-01
